Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
247,NQ JUN25,Backtest,Orb,Long,1,6732.00,6713.00,3/21/2016 8:46:00 AM,3/21/2016 9:31:00 AM,ORB_Long,Stop loss,($380.00),$4105.00,$0.00,$380.00,$65.00,$445.00,46,
248,NQ JUN25,Backtest,Orb,Long,1,6724.25,6760.50,3/22/2016 8:48:00 AM,3/22/2016 12:35:00 PM,ORB_Long,Profit target,$725.00,$4830.00,$0.00,$65.00,$725.00,$0.00,228,
249,NQ JUN25,Backtest,Orb,Short,1,6736.25,6718.00,3/23/2016 9:12:00 AM,3/23/2016 4:00:00 PM,ORB_Short,Exit on session close,$365.00,$5195.00,$0.00,$160.00,$600.00,$235.00,394,
250,NQ JUN25,Backtest,Orb,Long,1,6705.25,6723.50,3/24/2016 9:01:00 AM,3/24/2016 4:00:00 PM,ORB_Long,Exit on session close,$365.00,$5560.00,$0.00,$200.00,$375.00,$10.00,405,
251,NQ JUN25,Backtest,Orb,Short,1,6710.50,6714.00,3/28/2016 8:52:00 AM,3/28/2016 4:00:00 PM,ORB_Short,Exit on session close,($70.00),$5490.00,$0.00,$345.00,$80.00,$150.00,412,
252,NQ JUN25,Backtest,Orb,Long,1,6715.75,6750.75,3/29/2016 9:20:00 AM,3/29/2016 11:30:00 AM,ORB_Long,Profit target,$700.00,$6190.00,$0.00,$55.00,$700.00,$0.00,131,
253,NQ JUN25,Backtest,Orb,Long,1,6828.50,6807.25,3/30/2016 8:52:00 AM,3/30/2016 10:25:00 AM,ORB_Long,Stop loss,($425.00),$5765.00,$0.00,$425.00,$95.00,$520.00,94,
254,NQ JUN25,Backtest,Orb,Long,1,6811.00,6800.50,3/31/2016 9:15:00 AM,3/31/2016 12:57:00 PM,ORB_Long,Stop loss,($210.00),$5555.00,$0.00,$210.00,$150.00,$360.00,223,
255,NQ JUN25,Backtest,Orb,Long,1,6788.50,6847.25,4/1/2016 9:02:00 AM,4/1/2016 2:49:00 PM,ORB_Long,Profit target,$1175.00,$6730.00,$0.00,$115.00,$1175.00,$0.00,348,
256,NQ JUN25,Backtest,Orb,Short,1,6835.75,6849.00,4/4/2016 8:52:00 AM,4/4/2016 9:08:00 AM,ORB_Short,Stop loss,($265.00),$6465.00,$0.00,$265.00,$75.00,$340.00,17,
257,NQ JUN25,Backtest,Orb,Short,1,6781.50,6795.50,4/5/2016 8:48:00 AM,4/5/2016 9:01:00 AM,ORB_Short,Stop loss,($280.00),$6185.00,$0.00,$280.00,$10.00,$290.00,14,
258,NQ JUN25,Backtest,Orb,Short,1,6814.25,6792.00,4/7/2016 9:29:00 AM,4/7/2016 4:00:00 PM,ORB_Short,Exit on session close,$445.00,$6630.00,$0.00,$40.00,$810.00,$365.00,377,
259,NQ JUN25,Backtest,Orb,Long,1,6827.75,6822.00,4/8/2016 9:06:00 AM,4/8/2016 9:26:00 AM,ORB_Long,Stop loss,($115.00),$6515.00,$0.00,$115.00,$100.00,$215.00,21,
260,NQ JUN25,Backtest,Orb,Long,1,6818.25,6810.00,4/11/2016 8:56:00 AM,4/11/2016 9:59:00 AM,ORB_Long,Stop loss,($165.00),$6350.00,$0.00,$165.00,$290.00,$455.00,64,
261,NQ JUN25,Backtest,Orb,Short,1,6764.75,6778.75,4/12/2016 9:10:00 AM,4/12/2016 9:52:00 AM,ORB_Short,Stop loss,($280.00),$6070.00,$0.00,$280.00,$305.00,$585.00,43,
262,NQ JUN25,Backtest,Orb,Long,1,6854.75,6871.75,4/13/2016 8:46:00 AM,4/13/2016 4:00:00 PM,ORB_Long,Exit on session close,$340.00,$6410.00,$0.00,$175.00,$440.00,$100.00,420,
263,NQ JUN25,Backtest,Orb,Long,1,6867.50,6870.50,4/18/2016 9:03:00 AM,4/18/2016 4:00:00 PM,ORB_Long,Exit on session close,$60.00,$6470.00,$0.00,$110.00,$335.00,$275.00,402,
264,NQ JUN25,Backtest,Orb,Short,1,6859.25,6852.25,4/19/2016 8:54:00 AM,4/19/2016 4:00:00 PM,ORB_Short,Exit on session close,$140.00,$6610.00,$0.00,$335.00,$590.00,$450.00,412,
265,NQ JUN25,Backtest,Orb,Long,1,6865.75,6853.75,4/20/2016 8:57:00 AM,4/20/2016 9:26:00 AM,ORB_Long,Stop loss,($240.00),$6370.00,$0.00,$240.00,$10.00,$250.00,30,
266,NQ JUN25,Backtest,Orb,Short,1,6848.75,6860.00,4/21/2016 8:46:00 AM,4/21/2016 9:39:00 AM,ORB_Short,Stop loss,($225.00),$6145.00,$0.00,$225.00,$230.00,$455.00,54,
267,NQ JUN25,Backtest,Orb,Short,1,6792.75,6789.75,4/22/2016 9:14:00 AM,4/22/2016 4:00:00 PM,ORB_Short,Exit on session close,$60.00,$6205.00,$0.00,$50.00,$775.00,$715.00,390,
268,NQ JUN25,Backtest,Orb,Short,1,6790.00,6755.75,4/26/2016 9:15:00 AM,4/26/2016 2:25:00 PM,ORB_Short,Profit target,$685.00,$6890.00,$0.00,$100.00,$685.00,$0.00,311,
